LECROYHDO6104,19236,Histogram
Segments,1,SegmentSize,451
Segment,TrigTime,TimeSinceSegment1
#1,23-Mar-2018 09:56:58,0                 
Time,Ampl
-0.000316,0
-0.000312,0
-0.000308,0
-0.000304,0
-0.0003,0
-0.000296,0
-0.000292,0
-0.000288,0
-0.000284,0
-0.00028,0
-0.000276,0
-0.000272,0
-0.000268,0
-0.000264,0
-0.00026,0
-0.000256,0
-0.000252,0
-0.000248,0
-0.000244,0
-0.00024,0
-0.000236,0
-0.000232,0
-0.000228,0
-0.000224,0
-0.00022,0
-0.000216,0
-0.000212,0
-0.000208,0
-0.000204,0
-0.0002,0
-0.000196,0
-0.000192,0
-0.000188,0
-0.000184,0
-0.00018,0
-0.000176,0
-0.000172,0
-0.000168,0
-0.000164,0
-0.00016,0
-0.000156,0
-0.000152,0
-0.000148,0
-0.000144,0
-0.00014,0
-0.000136,0
-0.000132,0
-0.000128,0
-0.000124,0
-0.00012,0
-0.000116,0
-0.000112,0
-0.000108,0
-0.000104,0
-0.0001,0
-9.6e-005,0
-9.2e-005,0
-8.8e-005,0
-8.4e-005,0
-8e-005,0
-7.6e-005,0
-7.2e-005,0
-6.8e-005,0
-6.4e-005,0
-6e-005,0
-5.6e-005,0
-5.2e-005,0
-4.8e-005,0
-4.4e-005,0
-4e-005,0
-3.6e-005,0
-3.2e-005,0
-2.8e-005,0
-2.4e-005,0
-2e-005,0
-1.6e-005,0
-1.2e-005,0
-8e-006,0
-4e-006,0
-5.624e-019,0
4e-006,0
8e-006,0
1.2e-005,0
1.6e-005,0
2e-005,0
2.4e-005,0
2.8e-005,0
3.2e-005,0
3.6e-005,0
4e-005,0
4.4e-005,0
4.8e-005,0
5.2e-005,0
5.6e-005,0
6e-005,0
6.4e-005,0
6.8e-005,0
7.2e-005,0
7.6e-005,0
8e-005,0
8.4e-005,0
8.8e-005,0
9.2e-005,0
9.6e-005,0
0.0001,0
0.000104,0
0.000108,0
0.000112,0
0.000116,0
0.00012,0
0.000124,0
0.000128,0
0.000132,0
0.000136,0
0.00014,0
0.000144,0
0.000148,0
0.000152,0
0.000156,0
0.00016,0
0.000164,0
0.000168,0
0.000172,0
0.000176,3
0.00018,2
0.000184,5
0.000188,4
0.000192,9
0.000196,0
0.0002,13
0.000204,14
0.000208,27
0.000212,21
0.000216,31
0.00022,26
0.000224,31
0.000228,50
0.000232,49
0.000236,0
0.00024,40
0.000244,55
0.000248,62
0.000252,49
0.000256,48
0.00026,69
0.000264,71
0.000268,81
0.000272,74
0.000276,0
0.00028,119
0.000284,121
0.000288,149
0.000292,172
0.000296,202
0.0003,283
0.000304,264
0.000308,345
0.000312,421
0.000316,0
0.00032,441
0.000324,434
0.000328,383
0.000332,518
0.000336,624
0.00034,597
0.000344,769
0.000348,737
0.000352,832
0.000356,0
0.00036,775
0.000364,779
0.000368,816
0.000372,752
0.000376,796
0.00038,733
0.000384,788
0.000388,823
0.000392,812
0.000396,0
0.0004,823
0.000404,879
0.000408,919
0.000412,757
0.000416,673
0.00042,650
0.000424,535
0.000428,490
0.000432,412
0.000436,0
0.00044,415
0.000444,370
0.000448,339
0.000452,302
0.000456,246
0.00046,272
0.000464,240
0.000468,196
0.000472,193
0.000476,0
0.00048,148
0.000484,122
0.000488,116
0.000492,117
0.000496,95
0.0005,105
0.000504,105
0.000508,97
0.000512,75
0.000516,0
0.00052,70
0.000524,63
0.000528,62
0.000532,44
0.000536,52
0.00054,48
0.000544,39
0.000548,38
0.000552,45
0.000556,0
0.00056,37
0.000564,25
0.000568,30
0.000572,17
0.000576,13
0.00058,27
0.000584,15
0.000588,21
0.000592,15
0.000596,0
0.0006,10
0.000604,14
0.000608,11
0.000612,11
0.000616,21
0.00062,15
0.000624,15
0.000628,19
0.000632,20
0.000636,0
0.00064,21
0.000644,24
0.000648,22
0.000652,31
0.000656,33
0.00066,41
0.000664,34
0.000668,35
0.000672,42
0.000676,0
0.00068,37
0.000684,47
0.000688,69
0.000692,56
0.000696,67
0.0007,70
0.000704,66
0.000708,79
0.000712,93
0.000716,0
0.00072,84
0.000724,85
0.000728,111
0.000732,92
0.000736,93
0.00074,125
0.000744,96
0.000748,107
0.000752,92
0.000756,0
0.00076,97
0.000764,80
0.000768,93
0.000772,116
0.000776,88
0.00078,90
0.000784,78
0.000788,105
0.000792,74
0.000796,0
0.0008,71
0.000804,75
0.000808,54
0.000812,55
0.000816,60
0.00082,33
0.000824,51
0.000828,34
0.000832,40
0.000836,0
0.00084,31
0.000844,31
0.000848,33
0.000852,21
0.000856,22
0.00086,20
0.000864,15
0.000868,9
0.000872,15
0.000876,0
0.00088,20
0.000884,20
0.000888,15
0.000892,7
0.000896,17
0.0009,8
0.000904,11
0.000908,6
0.000912,5
0.000916,0
0.00092,2
0.000924,10
0.000928,3
0.000932,5
0.000936,8
0.00094,4
0.000944,6
0.000948,7
0.000952,2
0.000956,0
0.00096,5
0.000964,1
0.000968,6
0.000972,3
0.000976,3
0.00098,6
0.000984,4
0.000988,8
0.000992,5
0.000996,0
0.001,3
0.001004,4
0.001008,6
0.001012,7
0.001016,4
0.00102,4
0.001024,12
0.001028,5
0.001032,12
0.001036,0
0.00104,13
0.001044,11
0.001048,16
0.001052,11
0.001056,8
0.00106,13
0.001064,15
0.001068,16
0.001072,8
0.001076,0
0.00108,13
0.001084,11
0.001088,6
0.001092,16
0.001096,16
0.0011,17
0.001104,19
0.001108,17
0.001112,15
0.001116,0
0.00112,18
0.001124,21
0.001128,9
0.001132,12
0.001136,17
0.00114,14
0.001144,15
0.001148,19
0.001152,19
0.001156,0
0.00116,17
0.001164,6
0.001168,8
0.001172,4
0.001176,9
0.00118,7
0.001184,10
0.001188,8
0.001192,12
0.001196,0
0.0012,5
0.001204,9
0.001208,7
0.001212,2
0.001216,5
0.00122,2
0.001224,7
0.001228,1
0.001232,5
0.001236,0
0.00124,1
0.001244,2
0.001248,2
0.001252,1
0.001256,2
0.00126,5
0.001264,5
0.001268,3
0.001272,3
0.001276,0
0.00128,2
0.001284,4
0.001288,2
0.001292,3
0.001296,0
0.0013,1
0.001304,4
0.001308,3
0.001312,1
0.001316,0
0.00132,3
0.001324,1
0.001328,1
0.001332,0
0.001336,1
0.00134,2
0.001344,0
0.001348,1
0.001352,2
0.001356,0
0.00136,0
0.001364,1
0.001368,0
0.001372,1
0.001376,1
0.00138,0
0.001384,0
0.001388,0
0.001392,0
0.001396,0
0.0014,0
0.001404,2
0.001408,3
0.001412,1
0.001416,4
0.00142,2
0.001424,4
0.001428,1
0.001432,1
0.001436,0
0.00144,2
0.001444,2
0.001448,2
0.001452,4
0.001456,3
0.00146,0
0.001464,4
0.001468,4
0.001472,1
0.001476,0
0.00148,2
0.001484,4
