LECROYHDO6104,19236,Histogram
Segments,1,SegmentSize,500
Segment,TrigTime,TimeSinceSegment1
#1,23-Mar-2018 14:52:07,0                 
Time,Ampl
-0.00266,0
-0.00264,0
-0.00262,0
-0.0026,0
-0.00258,0
-0.00256,0
-0.00254,0
-0.00252,0
-0.0025,0
-0.00248,0
-0.00246,0
-0.00244,0
-0.00242,0
-0.0024,0
-0.00238,0
-0.00236,0
-0.00234,0
-0.00232,0
-0.0023,0
-0.00228,0
-0.00226,0
-0.00224,0
-0.00222,0
-0.0022,0
-0.00218,0
-0.00216,0
-0.00214,0
-0.00212,0
-0.0021,0
-0.00208,0
-0.00206,0
-0.00204,0
-0.00202,0
-0.002,0
-0.00198,0
-0.00196,0
-0.00194,0
-0.00192,0
-0.0019,0
-0.00188,0
-0.00186,0
-0.00184,0
-0.00182,0
-0.0018,0
-0.00178,0
-0.00176,0
-0.00174,0
-0.00172,0
-0.0017,0
-0.00168,0
-0.00166,0
-0.00164,0
-0.00162,0
-0.0016,0
-0.00158,0
-0.00156,0
-0.00154,0
-0.00152,0
-0.0015,0
-0.00148,0
-0.00146,0
-0.00144,0
-0.00142,0
-0.0014,0
-0.00138,0
-0.00136,0
-0.00134,0
-0.00132,0
-0.0013,0
-0.00128,0
-0.00126,0
-0.00124,0
-0.00122,0
-0.0012,0
-0.00118,0
-0.00116,0
-0.00114,0
-0.00112,0
-0.0011,0
-0.00108,0
-0.00106,0
-0.00104,0
-0.00102,0
-0.001,0
-0.00098,0
-0.00096,0
-0.00094,0
-0.00092,0
-0.0009,0
-0.00088,0
-0.00086,0
-0.00084,0
-0.00082,0
-0.0008,0
-0.00078,0
-0.00076,0
-0.00074,0
-0.00072,0
-0.0007,0
-0.00068,0
-0.00066,0
-0.00064,0
-0.00062,0
-0.0006,0
-0.00058,0
-0.00056,0
-0.00054,0
-0.00052,0
-0.0005,0
-0.00048,0
-0.00046,0
-0.00044,0
-0.00042,0
-0.0004,0
-0.00038,0
-0.00036,0
-0.00034,0
-0.00032,0
-0.0003,0
-0.00028,0
-0.00026,0
-0.00024,0
-0.00022,0
-0.0002,0
-0.00018,0
-0.00016,0
-0.00014,0
-0.00012,0
-0.0001,0
-8e-005,0
-6e-005,0
-4e-005,0
-2e-005,0
5.59e-018,0
2e-005,0
4e-005,0
6e-005,0
8e-005,0
0.0001,0
0.00012,0
0.00014,0
0.00016,0
0.00018,0
0.0002,0
0.00022,0
0.00024,0
0.00026,0
0.00028,0
0.0003,0
0.00032,1
0.00034,20
0.00036,44
0.00038,157
0.0004,270
0.00042,721
0.00044,935
0.00046,1949
0.00048,2204
0.0005,2972
0.00052,2570
0.00054,2365
0.00056,1379
0.00058,1340
0.0006,679
0.00062,682
0.00064,465
0.00066,469
0.00068,375
0.0007,347
0.00072,237
0.00074,214
0.00076,113
0.00078,97
0.0008,85
0.00082,90
0.00084,62
0.00086,66
0.00088,55
0.0009,105
0.00092,115
0.00094,181
0.00096,204
0.00098,348
0.001,377
0.00102,517
0.00104,440
0.00106,630
0.00108,403
0.0011,452
0.00112,267
0.00114,251
0.00116,203
0.00118,228
0.0012,154
0.00122,178
0.00124,115
0.00126,118
0.00128,82
0.0013,76
0.00132,65
0.00134,86
0.00136,31
0.00138,55
0.0014,47
0.00142,40
0.00144,50
0.00146,70
0.00148,59
0.0015,99
0.00152,94
0.00154,127
0.00156,128
0.00158,155
0.0016,126
0.00162,135
0.00164,102
0.00166,103
0.00168,86
0.0017,92
0.00172,74
0.00174,83
0.00176,57
0.00178,49
0.0018,53
0.00182,50
0.00184,35
0.00186,44
0.00188,26
0.0019,24
0.00192,19
0.00194,33
0.00196,20
0.00198,28
0.002,23
0.00202,34
0.00204,26
0.00206,38
0.00208,36
0.0021,51
0.00212,38
0.00214,49
0.00216,43
0.00218,47
0.0022,21
0.00222,33
0.00224,32
0.00226,42
0.00228,22
0.0023,31
0.00232,20
0.00234,32
0.00236,18
0.00238,29
0.0024,12
0.00242,19
0.00244,14
0.00246,18
0.00248,7
0.0025,12
0.00252,13
0.00254,16
0.00256,11
0.00258,15
0.0026,15
0.00262,10
0.00264,12
0.00266,20
0.00268,16
0.0027,14
0.00272,15
0.00274,22
0.00276,8
0.00278,11
0.0028,10
0.00282,14
0.00284,12
0.00286,9
0.00288,6
0.0029,12
0.00292,4
0.00294,10
0.00296,5
0.00298,7
0.003,3
0.00302,5
0.00304,2
0.00306,4
0.00308,1
0.0031,5
0.00312,3
0.00314,10
0.00316,7
0.00318,5
0.0032,2
0.00322,7
0.00324,3
0.00326,8
0.00328,9
0.0033,11
0.00332,4
0.00334,2
0.00336,4
0.00338,5
0.0034,4
0.00342,2
0.00344,2
0.00346,3
0.00348,2
0.0035,3
0.00352,5
0.00354,3
0.00356,3
0.00358,2
0.0036,1
0.00362,1
0.00364,2
0.00366,2
0.00368,1
0.0037,0
0.00372,3
0.00374,3
0.00376,0
0.00378,0
0.0038,2
0.00382,1
0.00384,4
0.00386,1
0.00388,4
0.0039,0
0.00392,1
0.00394,2
0.00396,2
0.00398,0
0.004,0
0.00402,1
0.00404,0
0.00406,1
0.00408,4
0.0041,1
0.00412,0
0.00414,2
0.00416,1
0.00418,0
0.0042,2
0.00422,2
0.00424,2
0.00426,0
0.00428,3
0.0043,1
0.00432,2
0.00434,2
0.00436,1
0.00438,0
0.0044,0
0.00442,1
0.00444,1
0.00446,1
0.00448,0
0.0045,1
0.00452,0
0.00454,0
0.00456,2
0.00458,0
0.0046,1
0.00462,0
0.00464,0
0.00466,1
0.00468,0
0.0047,3
0.00472,2
0.00474,0
0.00476,0
0.00478,1
0.0048,0
0.00482,1
0.00484,0
0.00486,0
0.00488,0
0.0049,0
0.00492,0
0.00494,0
0.00496,1
0.00498,1
0.005,1
0.00502,0
0.00504,0
0.00506,0
0.00508,0
0.0051,0
0.00512,1
0.00514,1
0.00516,0
0.00518,0
0.0052,0
0.00522,0
0.00524,0
0.00526,0
0.00528,0
0.0053,1
0.00532,1
0.00534,1
0.00536,0
0.00538,0
0.0054,2
0.00542,0
0.00544,0
0.00546,0
0.00548,1
0.0055,0
0.00552,0
0.00554,0
0.00556,0
0.00558,0
0.0056,0
0.00562,0
0.00564,0
0.00566,0
0.00568,0
0.0057,0
0.00572,0
0.00574,0
0.00576,0
0.00578,0
0.0058,0
0.00582,0
0.00584,0
0.00586,0
0.00588,1
0.0059,0
0.00592,0
0.00594,0
0.00596,1
0.00598,0
0.006,0
0.00602,0
0.00604,0
0.00606,0
0.00608,0
0.0061,0
0.00612,0
0.00614,0
0.00616,0
0.00618,0
0.0062,0
0.00622,0
0.00624,0
0.00626,0
0.00628,0
0.0063,0
0.00632,0
0.00634,0
0.00636,0
0.00638,0
0.0064,0
0.00642,0
0.00644,0
0.00646,0
0.00648,0
0.0065,0
0.00652,0
0.00654,0
0.00656,0
0.00658,0
0.0066,0
0.00662,0
0.00664,0
0.00666,0
0.00668,0
0.0067,0
0.00672,0
0.00674,0
0.00676,0
0.00678,0
0.0068,0
0.00682,0
0.00684,0
0.00686,0
0.00688,0
0.0069,0
0.00692,0
0.00694,0
0.00696,0
0.00698,0
0.007,0
0.00702,0
0.00704,0
0.00706,0
0.00708,0
0.0071,0
0.00712,0
0.00714,0
0.00716,0
0.00718,0
0.0072,0
0.00722,0
0.00724,0
0.00726,0
0.00728,0
0.0073,0
0.00732,0
