LECROYHDO6104,19236,Histogram
Segments,1,SegmentSize,500
Segment,TrigTime,TimeSinceSegment1
#1,22-Mar-2018 23:51:52,0                 
Time,Ampl
-0.000168,0
-0.000164,0
-0.00016,0
-0.000156,0
-0.000152,0
-0.000148,0
-0.000144,0
-0.00014,0
-0.000136,0
-0.000132,0
-0.000128,0
-0.000124,0
-0.00012,0
-0.000116,0
-0.000112,0
-0.000108,0
-0.000104,0
-0.0001,0
-9.6e-005,0
-9.2e-005,0
-8.8e-005,0
-8.4e-005,0
-8e-005,0
-7.6e-005,0
-7.2e-005,0
-6.8e-005,0
-6.4e-005,0
-6e-005,0
-5.6e-005,0
-5.2e-005,0
-4.8e-005,0
-4.4e-005,0
-4e-005,0
-3.6e-005,0
-3.2e-005,0
-2.8e-005,0
-2.4e-005,0
-2e-005,0
-1.6e-005,0
-1.2e-005,0
-8e-006,0
-4e-006,0
-1.287e-019,0
4e-006,0
8e-006,0
1.2e-005,0
1.6e-005,0
2e-005,0
2.4e-005,0
2.8e-005,0
3.2e-005,0
3.6e-005,0
4e-005,0
4.4e-005,0
4.8e-005,0
5.2e-005,0
5.6e-005,0
6e-005,0
6.4e-005,0
6.8e-005,0
7.2e-005,0
7.6e-005,0
8e-005,0
8.4e-005,0
8.8e-005,0
9.2e-005,0
9.6e-005,0
0.0001,0
0.000104,0
0.000108,0
0.000112,0
0.000116,0
0.00012,0
0.000124,0
0.000128,0
0.000132,0
0.000136,0
0.00014,0
0.000144,0
0.000148,0
0.000152,0
0.000156,0
0.00016,0
0.000164,0
0.000168,0
0.000172,0
0.000176,0
0.00018,0
0.000184,0
0.000188,0
0.000192,0
0.000196,0
0.0002,0
0.000204,0
0.000208,0
0.000212,0
0.000216,0
0.00022,0
0.000224,0
0.000228,0
0.000232,0
0.000236,0
0.00024,0
0.000244,0
0.000248,0
0.000252,0
0.000256,0
0.00026,1
0.000264,0
0.000268,0
0.000272,2
0.000276,2
0.00028,3
0.000284,11
0.000288,23
0.000292,21
0.000296,0
0.0003,68
0.000304,86
0.000308,122
0.000312,240
0.000316,275
0.00032,341
0.000324,427
0.000328,508
0.000332,595
0.000336,0
0.00034,650
0.000344,785
0.000348,777
0.000352,755
0.000356,768
0.00036,762
0.000364,756
0.000368,730
0.000372,736
0.000376,0
0.00038,603
0.000384,594
0.000388,533
0.000392,468
0.000396,470
0.0004,415
0.000404,406
0.000408,368
0.000412,354
0.000416,0
0.00042,300
0.000424,269
0.000428,223
0.000432,217
0.000436,182
0.00044,153
0.000444,136
0.000448,137
0.000452,123
0.000456,0
0.00046,103
0.000464,101
0.000468,84
0.000472,84
0.000476,73
0.00048,60
0.000484,56
0.000488,34
0.000492,59
0.000496,0
0.0005,42
0.000504,44
0.000508,37
0.000512,38
0.000516,37
0.00052,32
0.000524,37
0.000528,35
0.000532,45
0.000536,0
0.00054,51
0.000544,49
0.000548,52
0.000552,70
0.000556,64
0.00056,63
0.000564,59
0.000568,78
0.000572,73
0.000576,0
0.00058,72
0.000584,69
0.000588,79
0.000592,100
0.000596,82
0.0006,97
0.000604,93
0.000608,124
0.000612,87
0.000616,0
0.00062,131
0.000624,119
0.000628,85
0.000632,101
0.000636,88
0.00064,124
0.000644,123
0.000648,126
0.000652,114
0.000656,0
0.00066,116
0.000664,119
0.000668,113
0.000672,95
0.000676,106
0.00068,102
0.000684,109
0.000688,98
0.000692,72
0.000696,0
0.0007,76
0.000704,70
0.000708,75
0.000712,75
0.000716,67
0.00072,54
0.000724,53
0.000728,57
0.000732,56
0.000736,0
0.00074,52
0.000744,40
0.000748,39
0.000752,23
0.000756,39
0.00076,33
0.000764,37
0.000768,28
0.000772,16
0.000776,0
0.00078,19
0.000784,28
0.000788,19
0.000792,21
0.000796,10
0.0008,7
0.000804,11
0.000808,11
0.000812,10
0.000816,0
0.00082,5
0.000824,2
0.000828,7
0.000832,7
0.000836,14
0.00084,8
0.000844,8
0.000848,9
0.000852,15
0.000856,0
0.00086,7
0.000864,6
0.000868,9
0.000872,8
0.000876,10
0.00088,6
0.000884,5
0.000888,8
0.000892,12
0.000896,0
0.0009,4
0.000904,8
0.000908,15
0.000912,7
0.000916,12
0.00092,7
0.000924,14
0.000928,8
0.000932,21
0.000936,0
0.00094,12
0.000944,12
0.000948,20
0.000952,19
0.000956,12
0.00096,9
0.000964,13
0.000968,19
0.000972,16
0.000976,0
0.00098,9
0.000984,11
0.000988,9
0.000992,10
0.000996,11
0.001,13
0.001004,14
0.001008,13
0.001012,18
0.001016,0
0.00102,12
0.001024,12
0.001028,10
0.001032,10
0.001036,20
0.00104,9
0.001044,14
0.001048,9
0.001052,6
0.001056,0
0.00106,8
0.001064,4
0.001068,11
0.001072,10
0.001076,6
0.00108,5
0.001084,5
0.001088,7
0.001092,5
0.001096,0
0.0011,4
0.001104,4
0.001108,5
0.001112,2
0.001116,4
0.00112,5
0.001124,1
0.001128,3
0.001132,4
0.001136,0
0.00114,0
0.001144,2
0.001148,2
0.001152,2
0.001156,3
0.00116,1
0.001164,1
0.001168,3
0.001172,4
0.001176,0
0.00118,1
0.001184,2
0.001188,2
0.001192,0
0.001196,1
0.0012,1
0.001204,1
0.001208,1
0.001212,0
0.001216,0
0.00122,1
0.001224,3
0.001228,1
0.001232,0
0.001236,3
0.00124,2
0.001244,1
0.001248,3
0.001252,0
0.001256,0
0.00126,4
0.001264,0
0.001268,1
0.001272,1
0.001276,2
0.00128,2
0.001284,0
0.001288,2
0.001292,1
0.001296,0
0.0013,5
0.001304,3
0.001308,3
0.001312,3
0.001316,1
0.00132,1
0.001324,1
0.001328,4
0.001332,2
0.001336,0
0.00134,2
0.001344,0
0.001348,1
0.001352,3
0.001356,1
0.00136,2
0.001364,1
0.001368,0
0.001372,1
0.001376,0
0.00138,2
0.001384,2
0.001388,0
0.001392,0
0.001396,0
0.0014,1
0.001404,2
0.001408,0
0.001412,0
0.001416,0
0.00142,1
0.001424,1
0.001428,2
0.001432,1
0.001436,0
0.00144,1
0.001444,2
0.001448,0
0.001452,0
0.001456,0
0.00146,0
0.001464,0
0.001468,0
0.001472,0
0.001476,0
0.00148,0
0.001484,0
0.001488,0
0.001492,0
0.001496,0
0.0015,1
0.001504,1
0.001508,1
0.001512,0
0.001516,1
0.00152,1
0.001524,1
0.001528,0
0.001532,0
0.001536,0
0.00154,0
0.001544,0
0.001548,0
0.001552,0
0.001556,0
0.00156,0
0.001564,1
0.001568,0
0.001572,1
0.001576,0
0.00158,0
0.001584,0
0.001588,0
0.001592,1
0.001596,0
0.0016,0
0.001604,0
0.001608,0
0.001612,0
0.001616,0
0.00162,0
0.001624,0
0.001628,0
0.001632,1
0.001636,0
0.00164,0
0.001644,0
0.001648,1
0.001652,0
0.001656,0
0.00166,0
0.001664,0
0.001668,1
0.001672,0
0.001676,1
0.00168,0
0.001684,1
0.001688,0
0.001692,1
0.001696,0
0.0017,0
0.001704,0
0.001708,0
0.001712,0
0.001716,1
0.00172,0
0.001724,0
0.001728,0
0.001732,0
0.001736,0
0.00174,0
0.001744,0
0.001748,0
0.001752,0
0.001756,0
0.00176,1
0.001764,0
0.001768,0
0.001772,0
0.001776,0
0.00178,0
0.001784,0
0.001788,1
0.001792,0
0.001796,0
0.0018,0
0.001804,0
0.001808,0
0.001812,0
0.001816,0
0.00182,0
0.001824,0
0.001828,0
