LECROYHDO6104,19236,Histogram
Segments,1,SegmentSize,500
Segment,TrigTime,TimeSinceSegment1
#1,22-Mar-2018 23:55:33,0                 
Time,Ampl
-4.6e-005,0
-4.4e-005,0
-4.2e-005,0
-4e-005,0
-3.8e-005,0
-3.6e-005,0
-3.4e-005,0
-3.2e-005,0
-3e-005,0
-2.8e-005,0
-2.6e-005,0
-2.4e-005,0
-2.2e-005,0
-2e-005,0
-1.8e-005,0
-1.6e-005,0
-1.4e-005,0
-1.2e-005,0
-1e-005,0
-8e-006,0
-6e-006,0
-4e-006,0
-2e-006,0
-1.016e-020,0
2e-006,0
4e-006,0
6e-006,0
8e-006,0
1e-005,0
1.2e-005,0
1.4e-005,0
1.6e-005,0
1.8e-005,0
2e-005,0
2.2e-005,0
2.4e-005,0
2.6e-005,0
2.8e-005,0
3e-005,0
3.2e-005,0
3.4e-005,0
3.6e-005,0
3.8e-005,0
4e-005,0
4.2e-005,0
4.4e-005,0
4.6e-005,0
4.8e-005,0
5e-005,0
5.2e-005,0
5.4e-005,0
5.6e-005,0
5.8e-005,0
6e-005,0
6.2e-005,0
6.4e-005,0
6.6e-005,0
6.8e-005,0
7e-005,0
7.2e-005,0
7.4e-005,0
7.6e-005,0
7.8e-005,0
8e-005,0
8.2e-005,0
8.4e-005,0
8.6e-005,0
8.8e-005,0
9e-005,1
9.2e-005,0
9.4e-005,1
9.6e-005,0
9.8e-005,0
0.0001,0
0.000102,0
0.000104,0
0.000106,0
0.000108,2
0.00011,0
0.000112,2
0.000114,0
0.000116,3
0.000118,0
0.00012,0
0.000122,6
0.000124,0
0.000126,8
0.000128,0
0.00013,8
0.000132,0
0.000134,8
0.000136,0
0.000138,0
0.00014,14
0.000142,0
0.000144,17
0.000146,0
0.000148,40
0.00015,0
0.000152,77
0.000154,0
0.000156,103
0.000158,0
0.00016,0
0.000162,190
0.000164,0
0.000166,250
0.000168,0
0.00017,384
0.000172,0
0.000174,490
0.000176,0
0.000178,0
0.00018,695
0.000182,0
0.000184,862
0.000186,0
0.000188,812
0.00019,0
0.000192,871
0.000194,0
0.000196,875
0.000198,0
0.0002,0
0.000202,957
0.000204,0
0.000206,963
0.000208,0
0.00021,877
0.000212,0
0.000214,912
0.000216,0
0.000218,0
0.00022,874
0.000222,0
0.000224,852
0.000226,0
0.000228,690
0.00023,0
0.000232,609
0.000234,0
0.000236,564
0.000238,0
0.00024,0
0.000242,552
0.000244,0
0.000246,523
0.000248,0
0.00025,448
0.000252,0
0.000254,526
0.000256,0
0.000258,0
0.00026,426
0.000262,0
0.000264,306
0.000266,0
0.000268,297
0.00027,0
0.000272,259
0.000274,0
0.000276,208
0.000278,0
0.00028,0
0.000282,161
0.000284,0
0.000286,146
0.000288,0
0.00029,129
0.000292,0
0.000294,120
0.000296,0
0.000298,0
0.0003,104
0.000302,0
0.000304,92
0.000306,0
0.000308,89
0.00031,0
0.000312,75
0.000314,0
0.000316,56
0.000318,0
0.00032,0
0.000322,55
0.000324,0
0.000326,50
0.000328,0
0.00033,31
0.000332,0
0.000334,29
0.000336,0
0.000338,0
0.00034,32
0.000342,0
0.000344,31
0.000346,0
0.000348,26
0.00035,0
0.000352,21
0.000354,0
0.000356,34
0.000358,0
0.00036,0
0.000362,29
0.000364,0
0.000366,38
0.000368,0
0.00037,38
0.000372,0
0.000374,38
0.000376,0
0.000378,0
0.00038,25
0.000382,0
0.000384,46
0.000386,0
0.000388,37
